"","MSK64","Rhyp","Rp","M","Rasp","Rasp_max","Rasp_pond","EVENT","residuals_Rhyp","residuals_Rasp","residuals_Rasp_max","residuals_Rasp_pond"
"1",6,265.574552733948,137.001750177231,7.9,191.406286418595,191.406286729293,240.378538124561,"1985",-0.69621445029059,-0.755879265264355,-0.767852349833031,-0.531473373082377
"2",5.5,250.800567644511,128.520409204074,7.9,179.660363821834,179.660364303352,228.233559013691,"1985",-1.23150396206636,-1.2959414271712,-1.32077887966178,-1.09009826336968
"3",6.5,227.160481759516,86.3364667078738,7.9,149.227437104598,149.227437177714,197.936269196074,"1985",-0.292542738487146,-0.413348471569512,-0.475886525348435,-0.251146451770381
"4",7.5,209.199618499533,107.923188980918,7.9,145.238841590673,145.238842357336,192.017157643847,"1985",0.656673791523656,0.569513334873207,0.501472036342807,0.714523165692088
"5",7,202.739087792161,99.4910560967022,7.9,137.118329578602,137.118330239619,184.237402674948,"1985",0.13733336875395,0.0331169352767997,-0.0466116187743628,0.167755299996488
"6",7.5,198.62453599688,106.941108384622,7.9,138.379056002625,138.379056899222,184.061505602356,"1985",0.624691988442414,0.538906693894866,0.461037291775079,0.666675210569584
"7",7,182.938078423496,82.5856648873267,7.9,115.706995228161,115.706995747243,162.962376228614,"1985",0.0739697196426565,-0.0742866356505356,-0.188503572076581,0.0290041431393355
"8",7,180.169010594096,83.1289763894389,7.9,114.131042473657,114.131043035021,161.077481256653,"1985",0.0645659486630255,-0.0829618886171595,-0.199964536893283,0.0158490137707883
"9",7.5,175.731558525367,72.8501160206559,7.9,105.714658720933,105.714659097538,153.436555165931,"1985",0.549190696152182,0.368579171837713,0.236015862679849,0.46089582065169
"10",7.5,173.814819183612,72.2482835014872,7.9,104.003982972208,104.003983352349,151.65860891636,"1985",0.542428973359252,0.358258823702958,0.222381545573267,0.44771660023931
"11",7,163.82801681299,58.6550101404817,7.9,89.6969953951467,89.6969955755157,137.826253842504,"1985",0.00594598780041622,-0.235359761343666,-0.401298923375446,-0.160427448012832
"12",7,178.685129215664,104.476036292056,7.9,125.541188148125,125.541189217805,168.856701573632,"1985",0.0594670256158949,-0.0226842890053014,-0.120331182230078,0.0691813683745925
"13",7,156.617859077519,64.2598852292589,7.9,86.7023586664852,86.7023589919245,134.067170488501,"1985",-0.0218037026729911,-0.256840189586725,-0.429676934762155,-0.191696335271176
"14",7,175.394271881019,104.258849684176,7.9,123.586790852291,123.586791946718,166.431206773053,"1985",0.0480062065379023,-0.0326098099536454,-0.133443888911046,0.0528210581701245
"15",7,175.425929580914,105.229220211273,7.9,124.198643193887,124.198644308931,166.856375244178,"1985",0.0481174794678303,-0.0294857037535809,-0.129316600243325,0.0557060438115684
"16",7,172.339190066997,104.883178097665,7.9,122.320246850504,122.320247983595,164.54074826445,"1985",0.0371723696290003,-0.0391262021849785,-0.142052760811483,0.0399034478486948
"17",7.5,172.095968419673,104.783473058822,7.9,122.127605616245,122.127606749149,164.328034195601,"1985",0.536301627454579,0.459876747285675,0.356630025575637,0.538440680941217
"18",7,166.779910251325,100.432577494013,7.9,116.478851217054,116.478852297578,158.708642950517,"1985",0.0169561498895643,-0.0700807623265849,-0.182947145926759,-0.000903703041455373
"19",7.5,149.066424756617,70.5143624284522,7.9,85.0888581594398,85.0888586681544,130.959887983768,"1985",0.447728611832606,0.231276567533751,0.0546239937252864,0.281787425670645
"20",8,141.265968537042,58.313635429845,7.9,70.8911529610745,70.8911532179879,117.950553554653,"1985",0.914590802140127,0.6157965128577,0.402062113677813,0.66348071511505
"21",7.5,165.071374195308,102.857808672215,7.9,117.209449778986,117.209450923081,158.60698143497,"1985",0.510607531233622,0.433874700519548,0.322278456788242,0.498371749830662
"22",7.5,145.503509406152,70.1870525122962,7.9,82.4159587265991,82.4159592467257,127.972062522856,"1985",0.432813276396987,0.211086106462396,0.0279501699476183,0.255690439285006
"23",7,167.894694243215,109.014925702638,7.9,122.765546832079,122.765548084087,163.275422374477,"1985",0.0210635246428588,-0.036827466332392,-0.139015876649058,0.0311742230083931
"24",7.5,165.776521108491,106.021452839831,7.9,119.71340836533,119.713409570447,160.51338433818,"1985",0.513235660053686,0.44724651681886,0.33994409994345,0.511882107221833
"25",7,164.000439392829,103.33165246224,7.9,116.997393012048,116.997394173333,158.089591468758,"1985",0.0065945360456201,-0.067270830166537,-0.179234915347493,-0.00532292758905673
"26",7.5,153.301423092231,86.4568050250361,7.9,99.3296829280805,99.3296837899291,142.480405703789,"1985",0.465000538863761,0.329169215712497,0.183950971952171,0.377125890312871
"27",7.5,152.746248409125,86.8805190035152,7.9,99.3302427641143,99.330243639035,142.298060484055,"1985",0.462763694290109,0.329172781082715,0.183955682309072,0.375677822844797
"28",7,167.521238279109,110.816501762157,7.9,123.816609557061,123.816610848066,163.825902470559,"1985",0.0196905875166129,-0.0314345501414959,-0.131891239872965,0.0349801568007555
"29",7.5,150.036948207878,85.1759183416985,7.9,96.5401457417781,96.5401465939015,139.475635190663,"1985",0.451729726572287,0.311149496085692,0.160144936685104,0.35302418078091
"30",7,163.033401009578,106.211272236775,7.9,118.545864991599,118.545866218625,158.763057478024,"1985",0.00294828100987399,-0.0589533268582327,-0.1682465765368,-0.000516078424457334
"31",7,133.236428230035,52.4509294929666,7.9,60.4940773172309,60.4940774667245,107.634017192972,"1985",-0.121488922302021,-0.484532775208368,-0.730483933065557,-0.440016596041716
"32",7,141.01569146168,73.3133477894296,7.9,81.9950111589403,81.995011780475,126.338058222724,"1985",-0.086502482585761,-0.292153201322011,-0.476329311545248,-0.258840611785629
"33",7,167.837751769844,115.043768340821,7.9,126.879193015848,126.879194388562,165.918418762456,"1985",0.0208543843194775,-0.015977859013045,-0.111471247243665,0.0493317083207989
"34",7,150.127169270281,88.5666300354318,7.9,99.1985499274723,99.1985508562553,141.329707218188,"1985",-0.0478996405564853,-0.171666471656061,-0.317153062580593,-0.132043438701293
"35",7.5,163.212308208922,109.072894936617,7.9,120.663718554471,120.663719838146,160.205838259364,"1985",0.503624485126645,0.452248342602743,0.346552063480861,0.509713470345936
"36",6.5,164.023193992309,113.353191727674,7.9,124.089737940195,124.089739303206,162.709082201404,"1985",-0.493319926007932,-0.530040644373072,-0.630049736279291,-0.472754779906413
"37",8,143.252217346348,82.8946511946045,7.9,91.1212256269014,91.1212264654385,133.476820143766,"1985",0.923199261480679,0.774605783372568,0.61186666540363,0.80331347765435
"38",7,134.15300188611,67.9294419468445,7.9,73.4506445669645,73.450645093223,118.048276690268,"1985",-0.117262045456953,-0.361766673677241,-0.568296380248517,-0.335582825234212
"39",7.5,144.615210452279,85.6124226742338,7.9,94.0551398614298,94.0551407549367,135.947400113709,"1985",0.429037732590874,0.294652915608548,0.13835113652129,0.32405191152641
"40",7,160.548772057926,110.250315910159,7.9,120.407840782533,120.407842105122,159.05372898034,"1985",-0.00652019859234976,-0.0490945485081218,-0.155222043373635,0.00155228688816145
"41",7,160.383092893971,110.820066104036,7.9,120.767782605531,120.767783940115,159.221786515495,"1985",-0.00715677399198444,-0.0472063255349493,-0.152727492689065,0.00274642978954898
"42",7,129.288352301252,66.6419839966932,7.9,69.6369911814382,69.636991703664,113.781637657365,"1985",-0.140034599438765,-0.39549509621747,-0.612855343002375,-0.377209044734723
"43",7,184.158029602884,147.265429209283,7.9,155.313759478199,155.31376134071,189.899576646897,"1985",0.0780675976754015,0.111939895396874,0.057522203793857,0.201983750140484
"44",8,138.950694549192,89.1619155313542,7.9,94.7121911927517,94.7121921960769,134.392375750146,"1985",0.904402235818962,0.799056722539854,0.644169051689129,0.811043222264504
"45",7.5,123.301239071231,64.3329812223191,7.9,64.5025368006483,64.5025372996427,108.178094930209,"1985",0.330732081103376,0.056053784764341,-0.176864610320111,0.0656848833933177
"46",8,118.470296078007,64.5895590592891,7.9,62.7678505175639,62.7678510509175,105.362444087435,"1985",0.806089890562517,0.538808334933209,0.30035225064792,0.535863681963265
"47",8.5,120.367051271993,69.3311051932556,7.9,68.5099266783385,68.5099273194156,110.057117988499,"1985",1.3158828269098,1.09418272776912,0.873507926537445,1.0851572849413
"48",8,105.460176528564,47.4237481717888,7.9,38.1770205352807,38.1770206600121,82.6170683048782,"1985",0.73436791945603,0.22427749182627,-0.115177658631618,0.260873529020844
"49",8,107.885639718927,54.84491776421,7.9,47.7965901277412,47.7965904533489,90.9506116728905,"1985",0.748387145137544,0.366434015126092,0.072626777198308,0.369540209048459
"50",7.5,109.488575975838,58.4461335383488,7.9,52.6579068169255,52.6579072339743,95.0755559640561,"1985",0.257480221843036,-0.0722917420490798,-0.346423194709091,-0.080304501158265
"51",7,125.059570151877,86.7544519611065,7.9,88.3399042637319,88.3399052696181,125.061442323373,"1985",-0.160537811204886,-0.245003855762555,-0.414039827042398,-0.270324820400107
"52",7,131.139297241724,106.605488189601,7.9,109.680075688954,109.680077019279,140.771911962162,"1985",-0.131270476118648,-0.108126139893825,-0.233209279893456,-0.136515124753077
"53",7,122.266976505764,96.907317759338,7.9,98.7306188591445,98.7306200370467,130.487646043261,"1985",-0.174461369170122,-0.174657544170744,-0.321104596841598,-0.222297479497416
"54",7.5,91.6610903398525,60.9701779071188,7.9,52.7977035837496,52.7977040734298,88.6017974980153,"1985",0.147906467596981,-0.070614554056637,-0.344207443413532,-0.16004561695648
"55",7.5,87.4736459850058,55.6562037421485,7.9,45.2073512892818,45.2073516445354,81.5735410504591,"1985",0.119076568547476,-0.16879796499126,-0.473918550211728,-0.253499980826493
"56",8,83.4744806289598,46.2782086460525,7.9,32.3891696356971,32.3891697321592,70.0033057133928,"1985",0.590224362850408,0.120273155981494,-0.252578847757391,0.0735357259150486
"57",7.5,90.620325938149,64.1399106014371,7.9,57.2032352271402,57.2032357774237,91.1968516926906,"1985",0.140865870169774,-0.0199168432238643,-0.277230180248941,-0.127402496444503
"58",8,82.2011305667221,48.8947357897593,7.9,35.8940143866381,35.8940145484327,72.3473315856045,"1985",0.580746890144358,0.185269795558364,-0.16671112299635,0.110778647612012
"59",7,112.222612760033,91.4516730497905,7.9,92.0395993470555,92.039600418147,122.267106157077,"1985",-0.227313129340842,-0.219050488696169,-0.379752568888197,-0.295876790131139
"60",7.5,83.3404442002573,52.3363787037121,7.9,40.5954650561931,40.5954653126423,76.4747416864949,"1985",0.0892335701564164,-0.236867040370544,-0.563845301258713,-0.326484437371308
"61",7,78.6435528420394,47.3342501757001,7.9,34.5147482707914,34.5147483754937,69.5150554990296,"1985",-0.446531157313208,-0.839517604120496,-1.19945801076484,-0.934378607654195
"62",7.5,87.0726173178684,63.5527382280293,7.9,56.5230755387072,56.5230760602465,89.2869493747696,"1985",0.116243478454488,-0.0274835894414958,-0.287226686182887,-0.1513351382178
"63",7.5,83.3021685195777,57.9012087393896,7.9,48.6836293632556,48.6836297497921,82.3160859079734,"1985",0.0889503451322486,-0.121933544445142,-0.412005486163135,-0.243253477123831
"64",7.5,116.41190497764,100.371786233097,7.9,102.266615636091,102.266616834487,130.16160210896,"1985",0.295283425246147,0.347602224156001,0.208303009957712,0.274873595874386
"65",8,76.9554251792758,46.9233882253931,7.9,34.4807005019618,34.4807005881167,68.5982561097192,"1985",0.540090252670068,0.159858054238332,-0.200282835322042,0.0506091123058425
"66",7,73.7487486121241,46.8101765774941,7.9,35.4943341805124,35.4943342478194,67.680943404988,"1985",-0.48615134008622,-0.82181363915603,-1.17606912302786,-0.96461373514475
"67",7.5,77.380889846283,58.181722095982,7.9,49.9708841917304,49.9708845444919,80.6490152738373,"1985",0.0434895662664889,-0.105424335233698,-0.390195002222815,-0.266388825412648
"68",8,89.089040793022,75.3018506218434,7.9,72.6978757803518,72.697876502655,100.653819419081,"1985",0.630358582441334,0.631716666163696,0.423094395863902,0.484166162178976
"69",7.5,70.8151454643167,46.3066358974067,7.9,36.4590994190196,36.4590994623671,66.663508126252,"1985",-0.0111775975042434,-0.304848782118957,-0.653656677953038,-0.481741348975523
"70",8.5,69.5795515631799,49.3583608821501,7.9,40.1582223823381,40.1582224831231,69.3882297441577,"1985",0.977969871787685,0.756282519491182,0.427104509221039,0.563556504059097
"71",8.5,67.6520101062234,47.2737612388059,7.9,39.1516111902563,39.1516112380572,67.1240466406107,"1985",0.960648868548907,0.740223756416066,0.405889112452925,0.526043558519806
"72",7.5,71.3167397275615,57.5854196841365,7.9,50.7186128531405,50.7186131448727,78.3802024691109,"1985",-0.00682591095609553,-0.0960287920578722,-0.377782455395307,-0.298655388694681
"73",7.5,117.185401951166,110.185009106095,7.9,113.447465419845,113.44746670959,136.913926884439,"1985",0.29936649813366,0.41323786644638,0.295014926150762,0.332062699158332
"74",7.5,65.7794105680631,48.2594601234812,7.9,41.2402535880858,41.2402536457016,67.8406137741281,"1985",-0.056657664463259,-0.226898365221112,-0.550675586954434,-0.461949223339905
"75",8,62.7739472289235,50.6024764039458,7.9,45.6391714695383,45.6391715560567,69.8248607894618,"1985",0.414508533467028,0.337215876109518,0.0340263916220191,0.0706496265929992
"76",9,74.5894044075033,69.4474035825831,7.9,67.3340358291376,67.3340363425327,90.9427657302767,"1985",1.52083685067552,1.58323077481465,1.35903918833589,1.36944265849401
"77",8.5,81.3809607932137,77.8873945080732,7.9,77.9158949861203,77.9158956663748,100.492983686531,"1985",1.07456435774477,1.17556659498526,0.981024983073493,0.982357860019184
"78",8.5,62.0135148437647,54.6324291473296,7.9,50.9976533324165,50.9976534905041,73.742322223978,"1985",0.906994211727548,0.907442026745627,0.626802876510459,0.632374310282168
"79",7,58.278304456249,52.3704567240391,7.9,50.9456063619432,50.9456064536352,71.3020952094211,"1985",-0.631307075622784,-0.593203911544302,-0.874050480239185,-0.905677182096879
"80",7,100.980345982891,101.305161275221,7.9,105.529093005711,105.52909407035,125.139661930933,"1985",-0.292394759212456,-0.132532222122034,-0.265452405762085,-0.26961780654222
"81",9,55.2137007372986,53.218235338421,7.9,54.4343798202063,54.4343799059439,72.0206565595068,"1985",1.33538792712247,1.44869738191402,1.18130574573606,1.10566127226118
"82",7.5,96.5205632457855,98.7435610002412,7.9,103.416884335076,103.416885331999,121.912902325094,"1985",0.179756010675387,0.3546777452231,0.217650551269688,0.200842672743061
"83",7,93.9648423129935,96.7486770020973,7.9,101.471200287054,101.47120124261,119.661493627173,"1985",-0.33678920919882,-0.157337225691586,-0.29822254953949,-0.320234750345623
"84",7.5,99.3262699843622,102.936092431819,7.9,108.449674472367,108.449675519556,125.929854840048,"1985",0.197422497479686,0.384737274024366,0.257362501376874,0.23749993275578
"85",8,52.3682381328298,53.6837685527482,7.9,57.5807103300926,57.580710403914,72.4413500065484,"1985",0.302766002750916,0.484243822081512,0.228266510154938,0.112247167734714
"86",6.5,117.154219898296,121.4073005824,7.9,127.668369313825,127.668370642189,144.486471037122,"1985",-0.700797581145576,-0.512055380846034,-0.606289221675837,-0.607064473425465
"87",6.5,135.720422671149,140.596167693144,7.9,146.534211375698,146.534212980986,163.117933082508,"1985",-0.610100197068308,-0.424869651349231,-0.491107264720611,-0.469916994327174
"88",8.5,72.3518938295775,78.9774270294739,7.9,83.4803885230232,83.4803891035742,99.5463173645992,"1985",1.00205884125222,1.21920394131482,1.03867472490726,0.971655332765013
"89",7.5,87.8492486843795,94.2537676945383,7.9,100.47291698593,100.472917846834,116.220514477932,"1985",0.121718280705658,0.336408452980185,0.193514802053272,0.146772422241734
"90",7.5,82.9250428139324,90.5108978074811,7.9,97.0648532506038,97.0648540292075,112.039669451504,"1985",0.0861527844215439,0.314578404049746,0.164674901296931,0.105345374844673
"91",8.5,66.4131539882331,75.7982253502252,7.9,81.7937716418447,81.7937721228281,95.6987333103664,"1985",0.949253928461991,1.20629232496534,1.02161705595751,0.927082954030419
"92",6.5,112.335028687611,119.293862933824,7.9,126.912510404359,126.912511655016,141.725869964582,"1985",-0.726695831433582,-0.515811767444111,-0.611251822784009,-0.628878220149844
"93",6.5,136.86290355151,145.437678623259,7.9,153.004565296996,153.004566904312,166.82933519752,"1985",-0.604931906105964,-0.397536066161205,-0.454996586913923,-0.444477217727735
"94",7,100.524542596342,109.574919518304,7.9,118.464146965014,118.464148027685,131.631738162834,"1985",-0.295184009328446,-0.0593895465312677,-0.16882287194961,-0.21242636669695
"95",7.5,97.2674381930396,106.511396446461,7.9,115.431851692266,115.431852703804,128.497899465072,"1985",0.184508464618565,0.424207310052645,0.309506767805086,0.260327221484025
"96",7,105.329004120789,114.295039936102,7.9,123.231613091969,123.231614228512,136.392807709871,"1985",-0.266399422578123,-0.0344304436529344,-0.135849146353918,-0.172249400087263
"97",7,87.630534381386,98.1045647564213,7.9,107.522171565101,107.522172420952,119.729485526156,"1985",-0.379818617414108,-0.120696165801081,-0.249815672812867,-0.319592431146874
"98",7,100.47883691933,110.709567288985,7.9,120.623607351131,120.623608407237,132.659080976608,"1985",-0.295464398703489,-0.0479619796560584,-0.15372579697417,-0.203635392619995
"99",7,99.2401086954583,111.159770225788,7.9,122.872836394335,122.872837418556,133.082011466992,"1985",-0.303112561007167,-0.0362748606793275,-0.138285825241206,-0.200036141502669
"100",7.5,100.609812528389,114.214312159824,7.9,128.619230497509,128.619231517599,136.419602011436,"1985",0.205338753192658,0.492638646013708,0.399912103018291,0.327972715901706
"101",9,47.0019085898514,66.0075538743533,7.9,86.9421936090578,87.2854696946228,87.1512280894943,"1985",1.23611005795699,1.74490726389564,1.57592485581404,1.3212885633096
"102",7.5,104.742498383023,118.708817480001,7.9,134.052327217399,134.052328286474,141.057109719182,"1985",0.230157862910299,0.518811457993857,0.434489271913506,0.36577343387365
"103",7.5,40.8651507397602,52.7660859418325,7.9,64.2219488254929,86.3971695395902,77.7253301053657,"1985",-0.350151100631246,0.0532959856336763,0.0673761531308843,-0.308142683963186
"104",6.5,105.25374537273,120.683909758396,7.9,142.976477360334,142.976478352733,144.945205300486,"1985",-0.766840108294659,-0.440418018566781,-0.511648374593044,-0.603480069167767
"105",7,100.836733445774,116.410973074705,7.9,141.40782068119,141.4078215829,141.664368605244,"1985",-0.293272223134945,0.0526031815256491,-0.0208681388033387,-0.129369016513645
"106",7,46.1117012557515,55.6103692797998,7.9,55.649619759303,104.55437500934,85.4296866710031,"1985",-0.775679187086375,-0.537335412378499,-0.273207441314529,-0.701271515704255
"107",6.5,120.211009050099,135.522530792747,7.9,159.712153768628,161.574176589578,160.846013462581,"1985",-0.684916972217178,-0.370394432927997,-0.409452475699924,-0.485777057120685
"108",6.5,101.880822377248,116.64522478386,7.9,138.881456380458,148.193146127069,144.551717229919,"1985",-0.786921184875122,-0.458800768523606,-0.481699073915582,-0.606553966712009
"109",6.5,109.929213664405,124.663758777752,7.9,147.359622264588,154.991635056189,152.007060381201,"1985",-0.740043467385671,-0.421316326489232,-0.444212918497298,-0.549688334458458
"110",6.5,91.5136305460491,106.004585953529,7.9,125.706306777096,141.976559081082,135.613915567923,"1985",-0.853086197920427,-0.521852815435611,-0.517513624600791,-0.678725303641913
"111",7,99.7011120940679,114.028648222143,7.9,135.056720780043,148.182462280398,143.049510750959,"1985",-0.300255135717884,0.023533520046918,0.0182406731383722,-0.118366535371172
"112",8,51.8938111740231,60.9965628127234,7.9,58.5350906307263,114.997372152398,92.9172383928042,"1985",0.297154995134765,0.494642879514062,0.806355201889889,0.393730116190392
"113",7.5,86.8465900868429,100.882291006199,7.9,118.474477110586,140.276279393257,131.750468599624,"1985",0.114640940884698,0.440665613516342,0.472417513136339,0.288593109674166
"114",7,97.0172005736436,110.706381195914,7.9,130.270120358737,148.044590055203,141.093707421549,"1985",-0.317079749798387,0.000706608184332325,0.0174627347597562,-0.133933224285852
"115",7.5,89.8711503066616,102.778964351931,7.9,119.711914689973,144.748748781812,134.95784679479,"1985",0.135747588316537,0.447238623853687,0.498647201204885,0.315791052396587
"116",6.5,100.468051088621,112.990388491288,7.9,131.538216360105,153.439849387868,144.87499870737,"1985",-0.795530584846487,-0.493165288051179,-0.452622411143289,-0.604027905398961
"117",7.5,68.8099606696588,80.9463317102489,7.9,87.6034670015911,131.809354356976,114.522204670895,"1985",-0.0288874728470994,0.249700492282231,0.420387558674973,0.130126868191845
"118",7,81.995449168205,94.2595074737677,7.9,107.698660933583,140.67474427148,127.77912041639,"1985",-0.420797744942023,-0.119658665116138,-0.0252119166780194,-0.246015686114537
"119",7,74.1460630792798,83.4322008210106,7.9,89.4651605928216,138.86881420881,119.549026605058,"1985",-0.482838677190527,-0.236996904460431,-0.0360100970687505,-0.321298027430007
"120",7,93.31697007336,103.436343163125,7.9,118.263476972332,151.987659913992,138.799484248945,"1985",-0.341054908704551,-0.0604620227044652,0.0394304371298313,-0.15247086905704
"121",7,82.2643290077798,90.5766278224186,7.9,99.7248743446812,146.008445774311,127.908797123366,"1985",-0.418779275613627,-0.16831895568499,0.00588874961184604,-0.244868712819841
"122",6.5,71.2473133809551,47.7590690021439,7.9,33.4449279959597,134.845394055559,95.1917386762553,"1985",-1.00742640550703,-1.35943577498084,-0.560581074082193,-1.07892354807835
"123",7,67.3184158187524,67.7030081828489,7.9,61.5478713438604,135.888901309396,106.817106100792,"1985",-0.54239885541103,-0.4736080267713,-0.0541386776216219,-0.448631492654685
"124",7,110.546289217304,119.127244740635,7.9,135.177573929736,168.476997264641,155.45492794708,"1985",-0.2365922374769,0.0240993313145133,0.125509964899344,-0.0243266057989029
"125",8,91.4645365483542,97.950867981283,7.9,109.097071929211,154.924570615354,137.00327367698,"1985",0.646582957599112,0.888502349887166,1.05542538765092,0.832800367556882
"126",7.5,99.9758240330816,107.230795546506,7.9,121.183171216701,160.94369789435,145.394950298486,"1985",0.201441328338028,0.454965784019625,0.587280064311934,0.400023099804009
"127",7,77.0422702906241,76.9616190186987,7.9,75.1001590512497,146.716187955424,118.710031338249,"1985",-0.459214361304463,-0.347717427227916,0.00992994411177328,-0.329261699846414
"128",7.5,107.716224008861,108.733928778928,7.9,120.539238104523,173.266304382666,152.646863254956,"1985",0.24741820707328,0.451595403597052,0.648935752923048,0.455061096192773
"129",6.5,86.0889166754905,72.2568884477622,7.9,66.8007745992268,157.689932633302,122.146828247838,"1985",-0.890761567047928,-0.921799073066948,-0.429788728257058,-0.796989703718918
"130",7.5,104.853967050257,101.920938509625,7.9,111.14399695312,173.306692378305,148.997355203821,"1985",0.230813651193793,0.400261344378062,0.649130535756518,0.427698203090864
"131",7,94.9663305612107,87.8690894653292,7.9,90.5990003274248,166.213927174314,136.643961928874,"1985",-0.330252772452418,-0.229030099528114,0.114208004384074,-0.170169124056829
"132",6.5,92.10410270577,61.083490656832,7.9,54.7394753294574,162.204788104663,120.179414434492,"1985",-0.84912085218287,-1.04776694296962,-0.406197056548959,-0.815351125710199
"133",6.5,95.9246431234121,54.4188079152727,7.9,49.4512455823995,163.945193861726,119.171202729168,"1985",-0.824062351322845,-1.11203699772379,-0.397277764740803,-0.824877359899432
"134",6.5,114.668975301741,109.463066083298,7.9,120.049562801288,183.400286063992,158.626358825177,"1985",-0.714017343478329,-0.550979656953546,-0.303560519187014,-0.501490110642895
"135",6.5,106.274696674273,96.168825726251,7.9,102.244900798995,177.816352119761,148.263388381279,"1985",-0.760888499360401,-0.652532111982682,-0.329400978088897,-0.577885743468601
"136",7,99.767292387794,79.8485658837686,7.9,78.2561423368554,172.746269654773,135.79497060324,"1985",-0.299846016999034,-0.32167697978603,0.14642367046617,-0.177216654984128
"137",6.5,107.567101571651,58.6473121299029,7.9,58.8390133186837,176.39714020589,130.424871710896,"1985",-0.75343592971411,-1.00208110568702,-0.336097936015794,-0.722841591989411
"138",7,124.52121763473,118.724936123509,7.9,130.442806274495,192.916612930014,168.485612564997,"1985",-0.163197623741082,0.00154461677222795,0.238716204973191,0.0666936056974441
"139",7,123.737816346457,109.262969319706,7.9,118.654490446592,195.808694717999,165.636779748255,"1985",-0.167088750869466,-0.0583739377109245,0.251151865731069,0.0474106587131988
"140",7,117.257990007654,70.0402909088753,7.9,72.6491098147003,188.498807931054,143.194637422337,"1985",-0.200251714155984,-0.368707821299305,0.219355515691788,-0.117219934793506
"141",7,122.074867996028,103.39901374317,7.9,110.932088791447,195.384880734058,162.358780902957,"1985",-0.175430859770505,-0.100945913572776,0.249341039251076,0.0248081423674558
"142",6,133.420883404215,116.112502029163,7.9,126.381426054826,206.070474937933,174.907283902177,"1985",-1.12063595541191,-1.01846449958262,-0.706159257707029,-0.891009458789885
"143",7,132.008297337245,111.18206738053,7.9,120.349923786921,205.617976844356,172.273061076403,"1985",-0.127198391851518,-0.0493989030477451,0.29200360614729,0.0918309390705572
"144",7,127.452712469122,77.4681581448354,7.9,83.0224891553351,199.527314872537,153.966950236041,"1985",-0.148851060498847,-0.284275451381083,0.266874356611068,-0.0352021314536204
"145",7,129.940790241347,104.689541605535,7.9,112.035962814867,204.358084202698,168.254605275635,"1985",-0.136931104368976,-0.0946821627086276,0.286867079964521,0.0651421754110171
"146",7,139.137331149229,84.1726667249276,7.9,93.3908113262418,211.523519202508,165.326555140536,"1985",-0.0947701853961158,-0.209831054554703,0.315668170275397,0.0452908435770434
"147",7,144.052519145781,117.420157843768,7.9,127.33286523568,218.689735065715,182.963727285103,"1985",-0.0733658955351384,-0.0137199805907748,0.343512666845803,0.159910931412485
"148",7.5,162.045091384342,131.038247339325,7.9,142.510558517666,237.370650929192,200.274673303302,"1985",0.499199406661502,0.55751717986576,0.912016043896108,0.762134000609464
"149",7.5,162.691464776712,122.097221180939,7.9,133.528203851772,238.557668109601,197.484857080343,"1985",0.501653819543934,0.516333273599368,0.916184828499518,0.746271793194654
"150",6.5,174.27735781502,93.7548389130962,7.9,118.888486943666,243.570050372888,194.812091483353,"1985",-0.455932517902651,-0.557127641273761,-0.06643753015664,-0.269136486881189
"151",6.5,168.65657408891,116.508700458376,7.9,129.93465127004,243.89709314215,199.330952851404,"1985",-0.476145019569374,-0.500924532971856,-0.0653161512921576,-0.243206894904903
"152",7,172.069524969107,124.877622412886,7.9,137.760576601863,247.945118349353,204.856363286217,"1985",0.0362068847978243,0.0360730108240581,0.44844074027659,0.287711035855433
"153",7,182.38385990948,132.721289023904,7.9,146.472330487105,258.370863204383,214.611835019283,"1985",0.0720990359183844,0.0748631506011854,0.482863045167049,0.3403162816409
"154",6.5,185.158461128697,142.157298652303,7.9,155.078808832204,261.529568610916,219.900945904537,"1985",-0.418592109895735,-0.389017782501089,-0.00698178040142672,-0.132153917536719
